
('Total Revenue', '254,190,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         742932 function calls (722320 primitive calls) in 4.156 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
      155    0.000    0.000    0.000    0.000 enum.py:1292(value)
      404    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
      120    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       48    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
        1    0.000    0.000    0.000    0.000 wait.py:57(poll_wait_for_socket)
      107    0.000    0.000    0.000    0.000 constant.py:397(<lambda>)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
       32    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        2    0.000    0.000    0.000    0.000 parse.py:855(quote)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.000    0.000 auth.py:107(HTTPDigestAuth)
        2    0.000    0.000    0.000    0.000 _collections.py:143(clear)
        1    0.000    0.000    0.000    0.000 response.py:300(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        2    0.000    0.000    0.000    0.000 adapters.py:396(build_connection_pool_key_attributes)
      211    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
      253    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
        7    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        6    0.000    0.000    0.000    0.000 element.py:273(get_text)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        3    0.000    0.000    0.000    0.000 utils.py:774(get_proxy)
        1    0.000    0.000    0.000    0.000 connection.py:556(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        6    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.000    0.000 response.py:495(_flush_decoder)
       10    0.000    0.000    0.000    0.000 connection.py:400(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        2    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        4    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        5    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
       27    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        2    0.000    0.000    0.000    0.000 parse.py:931(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
       14    0.000    0.000    0.000    0.000 threading.py:394(notify)
        2    0.000    0.000    0.000    0.000 socket.py:770(close)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 utils.py:268(extract_zipped_paths)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
       24    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        2    0.000    0.000    0.000    0.000 _collections.py:95(__getitem__)
        1    0.000    0.000    0.000    0.000 ssl.py:570(hostname_checks_common_name)
        1    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 wait.py:74(do_poll)
        5    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
      253    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_decl)
        1    0.000    0.000    0.000    0.000 cookiejar.py:743(Cookie)
       36    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 models.py:315(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        1    0.000    0.000    0.000    0.000 readers.py:56(MultiplexedPath)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:134(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:298(SelectorNth)
        3    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
      291    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        4    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7fe695644720}
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:516(family)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fe6956af9c0}
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 ssl_.py:473(is_ipaddress)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
      114    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:442(BaseCookie)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:556(options)
       26    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        4    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        6    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
        6    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        2    0.000    0.000    0.000    0.000 request.py:189(body_to_chunks)
        1    0.000    0.000    0.000    0.000 response.py:78(DeflateDecoder)
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 css_types.py:351(SelectorList)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 request.py:39(_TYPE_FAILEDTELL)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 request.py:2145(FancyURLopener)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        4    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
       43    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
       62    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      145    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 request.py:422(OpenerDirector)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
      159    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
       12    0.000    0.000    0.000    0.000 element.py:1417(_all_strings)
        1    0.000    0.000    0.000    0.000 request.py:904(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 response.py:142(flush)
        1    0.000    0.000    0.000    0.000 sessions.py:106(SessionRedirectMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:611(DistributionFinder)
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1252(AbstractHTTPHandler)
        3    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        2    0.000    0.000    0.000    0.000 parse.py:509(urlunparse)
      106    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        3    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
       15    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
       14    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        7    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        4    0.000    0.000    0.000    0.000 connectionpool.py:348(_get_timeout)
        2    0.000    0.000    0.000    0.000 client.py:396(_check_close)
       40    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        1    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        2    0.000    0.000    0.000    0.000 response.py:679(_init_length)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        2    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:560(options)
       18    0.000    0.000    0.000    0.000 util.py:19(to_str)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        4    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:46(__init__)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1149(_normalize_host)
        3    0.000    0.000    0.000    0.000 _collections.py:84(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        1    0.000    0.000    0.000    0.000 ssl_.py:184(resolve_cert_reqs)
        5    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       14    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        1    0.000    0.000    0.000    0.000 models.py:630(prepare_hooks)
        1    0.000    0.000    0.000    0.000 cookies.py:440(_copy_cookie_jar)
        4    0.000    0.000    0.000    0.000 cookies.py:358(update)
      186    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 client.py:442(flush)
      159    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
        2    0.000    0.000    0.000    0.000 socket.py:681(__init__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        1    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        4    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
        3    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.000    0.000 __init__.py:594(register_treebuilders_from)
        4    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 models.py:207(register_hook)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 cookies.py:428(copy)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        5    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        2    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
       15    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 response.py:255(get)
        8    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
       46    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
       35    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:298(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 socket.py:506(detach)
      159    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
       12    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        9    0.000    0.000    0.000    0.000 url.py:332(_idna_encode)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       12    0.000    0.000    0.000    0.000 client.py:1064(_output)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
       14    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 idna.py:308(getregentry)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
       15    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:651(cache)
        2    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
       18    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:549(__subclasshook__)
       20    0.000    0.000    0.000    0.000 connection.py:353(<genexpr>)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        2    0.000    0.000    0.000    0.000 utils.py:514(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
       14    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
        2    0.000    0.000    0.000    0.000 client.py:947(_wrap_ipv6)
        2    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        1    0.000    0.000    0.000    0.000 parse.py:338(geturl)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        6    0.000    0.000    0.000    0.000 connection.py:164(host)
        3    0.000    0.000    0.000    0.000 element.py:2422(__init__)
       30    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 adapters.py:167(HTTPAdapter)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:520(urlunsplit)
        1    0.000    0.000    0.000    0.000 calendar.py:325(TextCalendar)
        3    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        1    0.000    0.000    0.000    0.000 formatter.py:148(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        4    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2147(IPv6Interface)
       13    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       14    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       51    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        5    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
       12    0.000    0.000    0.000    0.000 queue.py:251(_put)
       25    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        2    0.000    0.000    0.000    0.000 utils.py:636(unquote_unreserved)
       14    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
       15    0.000    0.000    0.000    0.000 {built-in method time.time}
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       16    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
       42    0.000    0.000    0.000    0.000 _collections.py:291(__iter__)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
       44    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        9    0.000    0.000    0.000    0.000 element.py:387(_last_descendant)
        1    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
        2    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        1    0.000    0.000    0.000    0.000 __init__.py:51(register)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        2    0.000    0.000    0.000    0.000 response.py:251(put)
        1    0.000    0.000    0.000    0.000 _collections.py:158(HTTPHeaderDictItemView)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        7    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        1    0.000    0.000    0.000    0.000 _common.py:80(_)
        1    0.000    0.000    0.000    0.000 element.py:933(NavigableString)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 __init__.py:111(TreeBuilder)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        6    0.000    0.000    0.000    0.000 client.py:453(isclosed)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        1    0.000    0.000    0.000    0.000 __init__.py:803(PathDistribution)
       16    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       42    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        2    0.000    0.000    0.000    0.000 timeout.py:202(start_connect)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
       43    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
        2    0.000    0.000    0.000    0.000 response.py:244(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:273(EntryPoints)
        1    0.000    0.000    0.000    0.000 __init__.py:742(Prepared)
        2    0.000    0.000    0.000    0.000 client.py:1263(_encode_request)
